Study number,Study code,Study reference,Experiment number,Study short name,Retrieved from,Document Type,On money priming?,Empirical?,Random Assignment,Neutral Comparison?,Eligible?,Why not?,Able to compute effect size?,Included?,Notes,dep,prime,prime (extra notes).,year ,jrnl,published,replication,Preregistered,Prime Type (coder 1),Prime Type (coder 2),Prime Type (coder agreement),Prime Type (final code),Setting (coder 1),Setting (coder 2),Setting (code agreement),Setting (final code),Behavioral vs non-behavioral (coder 1),Behavioral vs non-behavioral (coder 2),Behavioral vs non-behavioral (code agreement),Behavioral vs. Non-behavioral,Problems?,Multiple DV?,Interaction?,Notes ,2nd factor,Simple main effect,Interaction Identification (1=Largest predicted effect),Notes,Contact Author?,Information to seek,Aggregated across DVs?,d,var of d,g,var of g,Notes.,Notes:    1st DV,Effect size (D) (Reported),significance,n1,n2,N,m1 ,m2,sd1,sd2,Direction of Effect,"d from M,SD,n",Variance of  d,"g from M,SD,n",Variance of g,log odds ratio,percent1,percent2,Odds ratio,A,B,C,D,variance of log odds ratio,Type of test statistics,Value of test statistics,converted d,variance of d,converted g,variance of g,Notes: 2nd effect size,Effect size (D) (Reported) ,Significance,n1-,n2-,N-,m1-,m2-,sd1-,sd2-,Direction of Effect,"d from M,SD,n",Variance of  d,"g from M,SD,n",Variance of g,log odds ratio,variance of log odds ratio,Type of test statistics,Value of test statistics,converted d,variance of d,converted g,variance of g,Notes: 3rd effect size,Effect size (D) (Reported) ,Significance,n1-,n2-,N-,m1-,m2-,sd1-,sd2-,Direction of Effect,"d from M,SD,n",Variance of  d,"g from M,SD,n",Variance of g,Notes,Effect size (D) (Reported) ,Significance,n1-,n2-,N-,m1-,m2-,sd1-,sd2-,Direction of Effect,"d from M,SD,n",Variance of  d,"g from M,SD,n",Variance of g
302,302b,"Mogilner, C. (2010). The Pursuit of Happiness Time, Money, and Social Connection. Psychological
Science, 21(9), 1348-1354.",1b,"Mogilner, C. (2010), Study 1b",E-mail,Journal,1,1,1,1,1,,1,1,,DV1: Time to spend on socializing. DV2: Time to spend in on working. ,Sentence descrambling,,2010,Psychological Science,1,0,0,2,2,1,2,2,2,1,2,1,2,0,2,0,1,0,2 DVs of interest.,,,,,1,Correlation between the two DVs of interest,1,0.066,0.04,0.064,0.037,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
302,302c,"Mogilner, C. (2010). The Pursuit of Happiness Time, Money, and Social Connection. Psychological
Science, 21(9), 1348-1354.",2,"Mogilner, C. (2010), Study 2",E-mail,Journal,1,1,1,1,1,,1,1,,DV1: Time spent socializing. DV2: Time spent working. ,Sentence descrambling,,2010,Psychological Science,1,0,0,2,2,1,2,3,3,1,3,1,1,1,1,0,1,0,2 DVs of interest.,,,,,1,Correlation between the two DVs of interest,1,0.633,0.02,0.623,0.017,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
303,303a,"Gasiorowska, A., Zaleskiewicz, T., & Wygrab, S. (2012). Would you do something for me? The
effects of money activation on social preferences and social behavior in young children.
Journal of Economic Psychology, 33, 603-608.",1,"Gasiorowska, A., Zaleskiewicz, T., & Wygrab, S. (2012), Study 1",E-mail,Journal,1,1,1,1,1,,1,1,,"DV1: Non-selfish choice in ""Prosocial game"".  DV2: Non-selfish behavior in ""sharing game"". ",Pictures,Poster of money were presented. Participants then talked about the poster and draw something connected to the content of the poster. ,2012,Journal of Economic Psychology,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,Use LOR,,,,,1,Correlation between the two DVs of interest (Phi correlation),1,0.824,0.07,0.819,0.07,,"DV1: Non-selfish choice in ""Prosocial game"". ",,1,63,63,126,76.2% (48.001/63),96.8% (60.984/63),,,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.246257873,,,,,,,,0.5999335,,,1.238427,0.182358,1.230921,0.180154,"DV2: Non-selfish behavior in ""sharing game"". ",,1,63,63,126,52.4% (33.012/63),69.8% (43.974/63),,,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.741718255,0.138939053,,,0.408931,0.042232,0.406452,0.041722,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
304,304a,"Zhou, X., Vohs, K. D., & Baumeister, R. F. (2009). The symbolic power of money: Reminders of money alter social distress and physical pain. Psychological Science, 20, 700–706.",3,"Zhou, X., Vohs, K. D., & Baumeister, R. F. (2009), Study 3",E-mail,Journal,1,1,1,1,1,,1,1,,Distress Rating,Counting money,,2009,Psychological Science,1,0,0,3,3,1,3,1,1,1,1,2,2,1,2,0,0,1,,Social Exclusion (Excluded vs. Included),Social Exclusion = Excluded,1,,,,0,1.119949,0.11,1.098818,0.106052,,,,1,21,21,42,,,,,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,F,13.17,1.119949,0.11017,1.098818,0.106052,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
304,304b,"Zhou, X., Vohs, K. D., & Baumeister, R. F. (2009). The symbolic power of money: Reminders of money alter social distress and physical pain. Psychological Science, 20, 700–706.",4,"Zhou, X., Vohs, K. D., & Baumeister, R. F. (2009), Study 4",E-mail,Journal,1,1,1,1,1,,1,1,,Reported Pain,Counting money,,2009,Psychological Science,1,0,0,3,3,1,3,1,1,1,1,2,2,1,2,0,0,1,,Pain (High pain vs. Moderate pain),Pain = High,1,,,,0,1.264582,0.1,1.243851,0.09674,,,,1,24,24,48,,,,,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,F,19.19,1.264582,0.099991,1.243851,0.09674,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
304,304b,"Zhou, X., Vohs, K. D., & Baumeister, R. F. (2009). The symbolic power of money: Reminders of money alter social distress and physical pain. Psychological Science, 20, 700–706.",4,"Zhou, X., Vohs, K. D., & Baumeister, R. F. (2009), Study 4",E-mail,Journal,1,1,1,1,1,,1,1,,Reported Pain,Counting money,,2009,Psychological Science,1,0,0,3,3,1,3,1,1,1,1,2,2,1,2,0,0,1,,Pain (High pain vs. Moderate pain),Pain = Moderate,0,,,,0,0.331662,0.08,0.326225,0.081732,,,,0,24,24,48,,,,,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,F,1.32,0.331662,0.084479,0.326225,0.081732,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
304,304c,"Zhou, X., Vohs, K. D., & Baumeister, R. F. (2009). The symbolic power of money: Reminders of money alter social distress and physical pain. Psychological Science, 20, 700–706.",5,"Zhou, X., Vohs, K. D., & Baumeister, R. F. (2009), Study 5",E-mail,Journal,1,1,1,1,1,,1,1,,Distress Rating,List monetary expenditure,They hypotheized that this manipulation will have effect in the opposite direction as 304a,2009,Psychological Science,1,0,0,4,4,1,4,1,1,1,1,2,2,1,2,0,0,1,,Social Exclusion (Excluded vs. Included),Social Exclusion = Excluded,1,,,,0,1.663107,0.1,1.639004,0.096816,,,,1,27,27,54,,,,,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,F,37.34,1.663107,0.099684,1.639004,0.096816,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
304,304c,"Zhou, X., Vohs, K. D., & Baumeister, R. F. (2009). The symbolic power of money: Reminders of money alter social distress and physical pain. Psychological Science, 20, 700–706.",5,"Zhou, X., Vohs, K. D., & Baumeister, R. F. (2009), Study 5",E-mail,Journal,1,1,1,1,1,,1,1,,Distress Rating,List monetary expenditure,They hypotheized that this manipulation will have effect in the opposite direction as 304a,2009,Psychological Science,1,0,0,4,4,1,4,1,1,1,1,2,2,1,2,0,0,1,,Social Exclusion (Excluded vs. Included),Social Exclusion = Included,0,,,,0,0.653197,0.08,0.643731,0.075779,,,,1,27,27,54,,,,,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,F,5.76,0.653197,0.078025,0.643731,0.075779,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
304,304d,"Zhou, X., Vohs, K. D., & Baumeister, R. F. (2009). The symbolic power of money: Reminders of money alter social distress and physical pain. Psychological Science, 20, 700–706.",6,"Zhou, X., Vohs, K. D., & Baumeister, R. F. (2009), Study 6",E-mail,Journal,1,1,1,1,1,,1,1,,Reported Pain,List monetary expenditure,They hypotheized that this manipulation will have effect in the opposite direction as 304b,2009,Psychological Science,1,0,0,4,4,1,4,1,1,1,1,2,2,1,2,0,0,1,,Pain (High pain vs. Moderate pain),Pain = High,1,,,,0,1.559113,0.11,1.533554,0.105121,,,,1,24,24,48,,,,,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,F,29.17,1.559113,0.108655,1.533554,0.105121,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
304,304d,"Zhou, X., Vohs, K. D., & Baumeister, R. F. (2009). The symbolic power of money: Reminders of money alter social distress and physical pain. Psychological Science, 20, 700–706.",6,"Zhou, X., Vohs, K. D., & Baumeister, R. F. (2009), Study 6",E-mail,Journal,1,1,1,1,1,,1,1,,Reported Pain,List monetary expenditure,They hypotheized that this manipulation will have effect in the opposite direction as 304b,2009,Psychological Science,1,0,0,4,4,1,4,1,1,1,1,2,2,1,2,0,0,1,,Pain (High pain vs. Moderate pain),Pain = Moderate,0,,,,0,0.623832,0.09,0.613605,0.084545,,,,1,24,24,48,,,,,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,F,4.67,0.623832,0.087387,0.613605,0.084545,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
401,401,"Kushlev, K., Dunn, E. W., & Ashton-James, C. E. (2012). Does affluence impoverish the experience of parenting? Journal of Experimental Social Psychology, 48, 1381–1384.",2,"Kushlev, K., Dunn, E. W., & Ashton-James, C. E. (2012), Study 2",Vohs 2016,Journal,1,1,1,1,1,,1,1,,Sense of meaning and purpose,Pictures,Sticker with money,2012,Journal of Experimental Social Psychology,1,0,0,1,1,1,1,3,3,1,3,2,2,1,2,0,0,0,,,,,,,,0,0.529293,0.06,0.523066,0.061261,,,,1,33,33,66,3.33,4.14,,,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,t,2.15,0.529293,0.062728,0.523066,0.061261,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
402,402a,"Molinsky, A. L., Grant, A. M., & Margolis, J. D. (2012). The bedside manner of homo economicus: How and why priming an economic schema reduces compassion. Organizational Behavior and Human Decision Processes, 119, 27–37. ",1,"Molinsky, A. L., Grant, A. M., & Margolis, J. D. (2012), Study 1",Vohs 2016,Journal,1,1,1,1,1,,1,1,,DV1: Compassion on Sarah Scenario. DV2: Compassion on John scenario.  DV3: Empathy on Sarah Scenario. DV4L Empathy on John Scenario. DV5: Unprofessionalism on Sarah scenario. DV6: Unprofessionalism on John scenario. ,Sentence descrambling,,2012,Organizational Behavior and Human Decision Process,1,0,0,2,2,1,2,1,1,1,1,2,2,1,2,0,1,0,6 DVs. Means and SD available for all DVs. DVs not incorprated at this moment. ,,,,,1,Correlations between the 6 DVs,1,0.383,0.02,0.376,0.019,,,,,,,,,,,,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
402,402b,"Molinsky, A. L., Grant, A. M., & Margolis, J. D. (2012). The bedside manner of homo economicus: How and why priming an economic schema reduces compassion. Organizational Behavior and Human Decision Processes, 119, 27–37. ",2,"Molinsky, A. L., Grant, A. M., & Margolis, J. D. (2012), Study 2",Vohs 2016,Journal,1,1,1,1,1,,1,1,,DV1: Compassion. DV2: Empahty. DV3: Unprofessionalism. ,Story telling using economics-related words,,2012,Organizational Behavior and Human Decision Process,1,0,0,4,4,1,4,1,1,1,1,2,2,1,2,0,1,0,3 DVs.,,,,,1,Correlation between the three DVs of interest,1,0.491,0.02,0.486,0.023,,DV1: Compassion,,1,40,40,80,5.9,6.63,1.84,0.93,1,0.500746414,0.051567169,0.495916063,0.050577102,,,,,,,,,,,,,,,,DV2: Empathy,,1,40,40,80,4.54,5.11,1.2,1.24,1,0.467150347,0.051363934,0.462644073,0.050377769,,,,,,,,,DV3: Unprofessionalism,,1,40,40,80,4.21,3.43,1.53,1.55,1,0.506482829,0.05160328,0.501597142,0.05061252,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
402,402c,"Molinsky, A. L., Grant, A. M., & Margolis, J. D. (2012). The bedside manner of homo economicus: How and why priming an economic schema reduces compassion. Organizational Behavior and Human Decision Processes, 119, 27–37. ",3,"Molinsky, A. L., Grant, A. M., & Margolis, J. D. (2012), Study 3",Vohs 2016,Journal,1,1,1,1,1,,1,1,,DV1: Compassion. DV2: Empahty. DV3: Unprofessionalism. ,Sentence descrambling,,2012,Organizational Behavior and Human Decision Process,1,0,0,2,2,1,2,1,1,1,1,2,2,1,2,0,1,1,3 DVs.,Consequences of bad news (Economic vs. Non-economic),Consequences of bad news = Economic,1,,1,Correlation between the three DVs of interest,1,0.22,0.03,0.217,0.028,,DV1: Compassion,,1,30,35,65,24.5,30,9.22,15,1,0.434055028,0.063354022,0.428867119,0.061848633,,,,,,,,,,,,,,,,DV2: Empathy,,1,30,35,65,4.72,5.27,1.05,1.11,1,0.507945184,0.063889441,0.501874126,0.06237133,,,,,,,,,DV3: Unprofessionalism,,0,30,35,65,3.28,3.7,1.48,1.51,-1,-0.280698904,0.062510853,-0.277343937,0.0610255,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
402,402c,"Molinsky, A. L., Grant, A. M., & Margolis, J. D. (2012). The bedside manner of homo economicus: How and why priming an economic schema reduces compassion. Organizational Behavior and Human Decision Processes, 119, 27–37. ",3,"Molinsky, A. L., Grant, A. M., & Margolis, J. D. (2012), Study 3",Vohs 2016,Journal,1,1,1,1,1,,1,1,,DV1: Compassion. DV2: Empahty. DV3: Unprofessionalism. ,Sentence descrambling,,2012,Organizational Behavior and Human Decision Process,1,0,0,2,2,1,2,1,1,1,1,2,2,1,2,0,1,1,3 DVs.,Consequences of bad news (Economic vs. Non-economic),Consequences of bad news = Non-economic,0,,1,Correlation between the three DVs of interest,1,-0.078,0.02,-0.077,0.024,,DV1: Compassion,,1,35,37,72,22.71,19.46,14.72,7.8,1,0.278140765,0.056135694,0.275150004,0.054934965,,,,,,,,,,,,,,,,DV2: Empathy,,0,35,37,72,4.16,4.05,0.94,1.06,-1,-0.109615454,0.055681897,-0.108436794,0.054490875,,,,,,,,,DV3: Unprofessionalism,,0,35,37,72,3.29,3.08,1.24,1.47,1,0.154055926,0.05576327,0.152399411,0.054570507,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
500,500a,"Hüttl-Maack, V. & Gatter, S. (2017) How money priming affects consumers in
an advertising context: the role of product
conspicuousness and consumers’ signalling needs. International journal of advertising.",1,"Hüttl-Maack, V. & Gatter, S. (2017), Study 1",Web of Science,Journal,1,1,1,1,1,,1,1,,Product evaluation,Pictures,,2017,International Journal of Advertising,1,0,0,1,1,1,1,1,3,1 vs. 3,3,2,2,1,2,0,0,1,,Conspicuousness of ad,Conspicuous = no,0,,,,0,0.223,0.02,0.222,0.022,,,,0,90,90,180,4.43,4.17,1.21,1.12,1,0.223009661,0.02236037,0.222068692,0.022172073,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
500,500a,"Hüttl-Maack, V. & Gatter, S. (2017) How money priming affects consumers in
an advertising context: the role of product
conspicuousness and consumers’ signalling needs. International journal of advertising.",1,"Hüttl-Maack, V. & Gatter, S. (2017), Study 1",Web of Science,Journal,1,1,1,1,1,,1,1,,Product evaluation,Pictures,,2017,International Journal of Advertising,1,0,0,1,1,1,1,1,3,1 vs. 3,3,2,2,1,2,0,0,1,,Conspicuousness of ad,Conspicuous = yes,1,,,,0,0.361,0.02,0.359,0.022,,,,0,90,90,180,4.88,4.43,1.18,1.31,1,0.36095418,0.022584133,0.359431167,0.022393952,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
500,500b,"Hüttl-Maack, V. & Gatter, S. (2017) How money priming affects consumers in
an advertising context: the role of product
conspicuousness and consumers’ signalling needs. International journal of advertising.",2,"Hüttl-Maack, V. & Gatter, S. (2017), Study 2",Web of Science,Journal,1,1,1,1,1,,1,1,,Product evaluation,Pictures,,2017,International Journal of Advertising,1,0,0,1,1,1,1,1,3,1 vs. 3,3,2,2,1,2,0,0,1,,Conspicuousness of ad,Conspicuous = no,0,,,,0,0.053,0.06,0.052,0.056,,,,0,35,35,70,3.68,3.6,1.41,1.6,1,0.053050561,0.05716296,0.052463286,0.055904364,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
500,500b,"Hüttl-Maack, V. & Gatter, S. (2017) How money priming affects consumers in
an advertising context: the role of product
conspicuousness and consumers’ signalling needs. International journal of advertising.",2,"Hüttl-Maack, V. & Gatter, S. (2017), Study 2",Web of Science,Journal,1,1,1,1,1,,1,1,,Product evaluation,Pictures,,2017,International Journal of Advertising,1,0,0,1,1,1,1,1,3,1 vs. 3,3,2,2,1,2,0,0,1,,Conspicuousness of ad,Conspicuous = yes,1,,,,0,0.549,0.06,0.543,0.058,,,,0,35,35,70,4.85,4.07,1.49,1.35,1,0.548629574,0.059292817,0.542556184,0.057987327,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
501,501a,"Kim, H.J. (2017) Diverging Influences of Money Priming on Choice: The Moderating Effect of Consumption Situation. Psychological reports.",1,"Kim, H.J. (2017), Study 1",PsycINFO,Journal,1,1,1,1,1,,1,1,,Product evaluation,Pictures,,2017,Psychological Reports,1,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.592,0.06,0.587,0.043,,,,?,49,49,98,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.073294481,42.90%,20.40%,2.925,21,28,10,39,0.208974359,,,0.59173876,0.063520696,0.587103731,0.04260283,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
501,501b,"Kim, H.J. (2017) Diverging Influences of Money Priming on Choice: The Moderating Effect of Consumption Situation. Psychological reports.",2,"Kim, H.J. (2017), Study 2",PsycINFO,Journal,1,1,1,1,1,,1,1,,Product evaluation,Pictures,,2017,Psychological Reports,1,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,1,,Beer consumption situation,Situation = Private,0,,,,0,-0.547,0.09,-0.54,0.067,,,,1,31,31,62,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.991514153,27.00%,48.00%,0.371014493,8,23,15,16,0.297644928,,,-0.546650865,0.090473362,-0.539789138,0.066926026,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
501,501b,"Kim, H.J. (2017) Diverging Influences of Money Priming on Choice: The Moderating Effect of Consumption Situation. Psychological reports.",2,"Kim, H.J. (2017), Study 2",PsycINFO,Journal,1,1,1,1,1,,1,1,,Product evaluation,Pictures,,2017,Psychological Reports,1,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,1,,Beer consumption situation,Situation = Public,1,,,,0,0.444,0.09,0.438,0.065,,,,1,32,31,63,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.804738246,45.00%,25.00%,2.236111111,14,18,8,23,0.295462388,,,0.443675823,0.089809948,0.438198344,0.065070352,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
503,503,"Mok, A., & De Cremer, D. (2016). When money makes employees warm and bright: Thoughts of new money promote warmth and competence. Management and Organization Review, 12(3), 547-575.",1,,PsycINFO,Journal,1,1,1,0,0,No neutral control.,,,,,,,,,,,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
501,501c,"Kim, H.J. (2017) Diverging Influences of Money Priming on Choice: The Moderating Effect of Consumption Situation. Psychological reports.",3,"Kim, H.J. (2017), Study 3",PsycINFO,Journal,1,1,1,1,1,,1,1,,Product evaluation,Pictures,,2017,Psychological Reports,1,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,1,,Coffee consumption situation,Situation = Private,0,,,,0,-0.42,0.16,-0.41,0.128,,,,0,16,16,32,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.762140052,41.00%,63.00%,0.466666667,7,9,10,6,0.520634921,,,-0.420190188,0.158254307,-0.409597158,0.127758747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
501,501c,"Kim, H.J. (2017) Diverging Influences of Money Priming on Choice: The Moderating Effect of Consumption Situation. Psychological reports.",3,"Kim, H.J. (2017), Study 3",PsycINFO,Journal,1,1,1,1,1,,1,1,,Product evaluation,Pictures,,2017,Psychological Reports,1,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,1,,Coffee consumption situation,Situation = Public,1,,,,0,0.923,0.42,0.9,0.134,,,,0,17,16,33,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.673976434,94.00%,75.00%,5.333333333,16,1,12,4,1.395833333,,,0.922912358,0.424283173,0.9004023,0.134229093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
502,502a,"Ma, L., Fang, Q., Zhang, J., & Nie, M. (2017). Money priming affects consumers' need for uniqueness. Social Behavior and Personality: an international journal, 45(1), 105-114.",1,"Ma, L., Fang, Q., Zhang, J., & Nie, M. (2017), Study 1",PsycINFO,Journal,1,1,1,1,1,,1,1,,Need for uniqueness,Thinking,,2017,Social Behavior and Personality,1,0,0,4,4,1,4,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.691,0.08,0.683,0.064,,,,1,33,33,66,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.252762968,67.65%,36.36%,3.5,22,11,12,21,0.267316017,,,0.690685007,0.081254463,0.682559301,0.064220044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
502,502b,"Ma, L., Fang, Q., Zhang, J., & Nie, M. (2017). Money priming affects consumers' need for uniqueness. Social Behavior and Personality: an international journal, 45(1), 105-114.",2,"Ma, L., Fang, Q., Zhang, J., & Nie, M. (2017), Study 2",PsycINFO,Journal,1,1,1,1,1,,1,1,,Need for uniqueness,Pictures,,2017,Social Behavior and Personality,1,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.488,0.04,0.485,0.029,,,,1,71,71,142,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.885335233,69.44%,47.44%,2.423796791,49,22,34,37,0.1223015,,,0.488111308,0.037175261,0.485491748,0.029007932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
